PC1,PC2,PC3,confID,year,playoff,tmID
-3.6814304971349827,0.3091351933943484,-1.0917232321852357,0,2,1,CHA
1.4826987006148933,-0.9381735119266809,-0.7338907041383373,0,2,1,CLE
-2.1853799707073676,-0.8734176502508698,0.2867956089338387,0,2,0,DET
5.520057607751847,-1.259201537078652,0.7165414180204052,1,2,1,HOU
-3.2735400474857648,-0.11485225613032238,-0.33359539649362757,0,2,0,IND
4.146115744504775,-0.2969744082901609,0.654771662688805,1,2,1,LAS
-2.291431561721497,-0.3715771483347986,-0.49481708017709436,0,2,1,MIA
-2.230470016366791,-1.8988193018964465,0.03034392122574687,1,2,0,MIN
3.357946768367457,-1.6245575229406528,-0.5487807670068562,0,2,1,NYL
-0.1872502187324416,-1.4957021665791763,-0.43176840059307636,0,2,0,ORL
-0.6937470407355869,-1.5063137158505053,0.8786088811074738,1,2,0,PHO
-3.2683222563956167,-0.3180851476288604,-0.7473703142901831,1,2,0,POR
1.2307277402697947,1.2617150972188196,1.5227010227252684,1,2,1,SAC
-4.432814350800686,0.22400652481117392,-1.5344901008904048,1,2,0,SEA
-1.3886121231192596,0.6310459509649837,4.025149376222811,1,2,1,UTA
-1.1832413183614248,-1.082979574823206,0.47912509846084184,0,2,0,WAS
2.828618724566488,-0.1588792035240948,-1.2313729040353305,0,3,1,CHA
1.8750811206245435,-1.2714498905878417,0.4220241280540191,0,3,0,CLE
-3.7711027668364414,-0.5092585008988191,3.1822086964510463,0,3,0,DET
0.8975226524415518,0.9434671372527166,-0.35621409292638384,1,3,1,HOU
-2.9463285788721842,-0.03271842278447543,-0.6906442825915143,0,3,1,IND
7.158263417806446,1.559971446632229,0.7396717504694159,1,3,1,LAS
1.470725718573632,-0.789250726487083,0.09657901477471378,0,3,0,MIA
-2.382678551078597,0.009209601519493037,1.4885418737911285,1,3,0,MIN
2.6678247109118325,0.2564726759843994,-0.8004581693680816,0,3,1,NYL
-2.4175055278555417,0.7936393393222109,-0.23876647535334627,0,3,0,ORL
-2.4413128644135784,0.447949134113939,1.131058771435249,1,3,0,PHO
-2.8027127804436915,0.5631607935326951,-0.7049946313317695,1,3,0,POR
2.6872534232677308,1.6384437158534169,-0.6971102158879114,1,3,0,SAC
-3.274302222662508,0.10199118400553302,-0.7093757656492825,1,3,1,SEA
0.4872289061858874,-0.8562456657663207,0.08180332488591993,1,3,1,UTA
-3.938357438908731,0.013388742459165782,-0.7408893370273406,0,3,1,WAS
-0.1619290172942621,0.8510511700600859,0.4969976340777841,0,4,1,CHA
-2.4453022879494406,0.8693266931827632,-0.49146288205696587,0,4,1,CLE
-3.4937987180958476,0.0025612055554469393,-0.6460553916949392,0,4,1,DET
2.9022039888656512,1.3486017813637285,0.03702229751412441,1,4,1,HOU
0.23138912902062775,0.3978430788457963,-0.7202523395060002,0,4,0,IND
6.111427674484286,1.1427316774232268,0.5752370520614039,1,4,1,LAS
-3.3983538237507704,0.4478140789824833,-0.5267123973563386,1,4,1,MIN
2.910751445024529,-0.9916847916936513,-1.2284722184498136,0,4,0,NYL
-3.9619000447564066,-1.0102710739485499,-0.3701452198756618,1,4,0,PHO
-2.069306332924124,2.0133215346184214,0.7175186171891419,1,4,1,SAC
0.17948793177125485,0.782233114861593,-0.6169383008496907,1,4,0,SEA
1.296037998347472,-1.0531111709261483,-0.33312814573814786,0,4,0,WAS
0.10085608885013621,-0.678422753777469,-0.3978143961378983,0,5,0,CHA
0.8360179429570288,-1.5726380307198802,-0.520686622856811,0,5,1,CON
5.617006802168978,-1.8674291704852424,0.6777543575066695,0,5,1,DET
1.6083496045324512,1.1303440440840795,-0.3557726105750079,1,5,0,HOU
-1.4971181469617751,1.2126060591830088,0.28515881023840234,0,5,0,IND
5.550172312466327,-0.7134904737083636,1.5426487324044194,1,5,1,LAS
0.4217298495081021,-1.8099371486530293,-0.03988840635130626,1,5,1,MIN
-1.5674060972562622,0.7848153304635404,1.409149121370831,0,5,1,NYL
-4.127746748452524,-0.7530359650534013,-0.5625438743351947,1,5,0,PHO
2.0173236445208413,0.4597091127218585,-0.8498967440865736,1,5,1,SAC
-2.6883505575923157,0.7719959514706093,2.6909377578137588,1,5,0,SAS
-0.42557955495922817,1.6050138217759327,-0.041285515371307875,1,5,1,SEA
-3.136316381446699,0.07253747988229507,-0.23641749510243554,0,5,1,WAS
-2.356160634384551,1.2438439132752446,3.218338117135819,0,6,0,CHA
2.954378397946758,-1.7918734074849159,-0.6309800701040751,0,6,1,CON
0.8564220814312525,0.5902857411526785,-0.40982562587428745,0,6,1,DET
-1.895394618202991,1.980527355333299,-1.0414161687226227,1,6,1,HOU
-1.4955979906314132,0.6537369417071931,-0.29415618931497006,0,6,1,IND
1.87402915357137,1.3216616927609823,3.2715356551027353,1,6,1,LAS
-0.08455309842702573,-1.4137824271820199,-0.04635052836721946,1,6,0,MIN
0.7255747723930076,-1.5683420416635006,-0.6825167983362969,0,6,1,NYL
-0.9110534602854118,-0.29577097801625357,0.2883962627021924,1,6,0,PHO
1.637098592351015,-1.2783365862093912,-0.6380255229904664,1,6,1,SAC
-2.1976535186959367,1.1156971716244584,-1.7231434354414887,1,6,0,SAS
3.5573293719689207,-1.8743382344610606,-0.28774335065403883,1,6,1,SEA
-1.0952838246702397,-0.10419139126921448,-0.042275240784245605,0,6,0,WAS
-4.22212315754118,-0.49023395366931577,-1.0148513236875896,0,7,0,CHA
4.027441621189015,-2.6038193053797283,0.06407182448307654,0,7,1,CON
-0.3142968055690883,0.23144415967136142,-0.5356044132672919,0,7,1,DET
2.351151630396871,2.2791530332647167,-1.3043353503990975,1,7,1,HOU
2.0211765492073015,-0.510216966447954,-0.2931535127303815,0,7,1,IND
-0.5773760313377403,-0.9415176092232018,0.07696020768058708,1,7,1,LAS
-3.136156061081116,-0.07190109620637823,3.515815399389527,1,7,0,MIN
-0.3246226252681967,-2.0052524438214645,-0.13910425848109773,0,7,0,NYL
-1.7618832758953524,-0.6045724824712888,0.5885390015220064,1,7,0,PHO
5.428001254667044,-0.6108574963035625,0.24752169610238045,1,7,1,SAC
-4.043258374556944,0.798153539473178,-1.4150409373664716,1,7,0,SAS
0.9253948611989558,-0.7355316265238525,-0.13623199065332806,1,7,1,SEA
-1.392241012890609,0.4882972882238449,-0.3210686142954555,0,7,1,WAS
-4.869128301714641,-0.9154830573334467,-0.9911052484356102,0,8,0,CHI
3.835822764675812,-1.550550763323195,0.5240538631307677,0,8,1,CON
5.6844994773939055,0.38813295580034296,-0.5458772536000384,0,8,1,DET
0.5261471413208115,0.9059650550901871,-0.39135211941717235,1,8,0,HOU
1.4821930071753417,1.5405590365822814,-0.20386709241931614,0,8,1,IND
2.2162624044727792,-0.18150807184713375,1.038497662232519,1,8,0,LAS
-3.956255892759512,-0.9864926325636952,-0.24762166235105953,1,8,0,MIN
-3.2916202711503035,-1.690896960643262,-0.4299149565135012,0,8,1,NYL
-0.5844794677710751,1.7506809175602127,-0.1465113231425852,1,8,1,PHO
