PC1,PC2,PC3,PC4,confID,year,playoff,tmID
-3.299057999335013,-0.41296937488002133,1.1058252538307987,0.7772609234618099,0,2,1,CHA
1.3431470965672225,-0.7676514890990549,0.5073312307899153,-1.2648215082002452,0,2,1,CLE
-2.107838324458055,0.02409523779835029,0.07505414265316086,0.06897448836199764,0,2,0,DET
5.414671989103727,0.8357326435840513,0.2730525242167988,0.5879155640769635,1,2,1,HOU
-3.066902880694028,-0.024547519950196342,0.8192092631200888,0.10944665146474813,0,2,0,IND
3.6508047023998387,-0.7302040600847095,-2.0620454079478674,-1.2059988680876277,1,2,1,LAS
-2.1149388682351637,-0.5288869003536895,0.16162560004971088,0.8756528501376665,0,2,1,MIA
-1.5970379153316605,-0.02182711879209224,0.10159808770454998,-1.027514852999378,1,2,0,MIN
3.4203335763790217,-0.29935799572384997,0.6957429334290821,-0.19921572420938452,0,2,1,NYL
-0.24821874292144164,-0.8331121630169744,0.036950202489733366,-0.47659681236905455,0,2,0,ORL
-0.5667093317588329,0.15214485236417985,-0.7929202055584764,-0.09865739132376601,1,2,0,PHO
-2.7414428725840945,-0.3304353999848784,0.6397229623432679,0.035831991417789366,1,2,0,POR
0.9213863275064177,0.5392582389188947,-2.557009198995423,0.2740950140354009,1,2,1,SAC
-3.9027843040003125,-0.47607734755337594,1.65572566739089,1.6212245190520649,1,2,0,SEA
-1.7008398531621025,3.321277630574252,-2.227514646381719,0.23820806357432306,1,2,1,UTA
-1.2938310233981374,-0.023018678927593524,-0.14069811522326564,0.36935404704235036,0,2,0,WAS
2.5692277589444377,-0.9563616826474745,0.6982214784709111,0.13518940322026785,0,3,1,CHA
1.612489436540572,-0.8351871737197877,-1.5108070466803978,-1.281747934259944,0,3,0,CLE
-3.5302614568809805,3.359347713234583,-0.6625825099282034,-0.7612042427828984,0,3,0,DET
0.6596088856968643,-0.8877944659715458,-1.0211935741084766,1.0519713932869301,1,3,1,HOU
-2.7138621877412157,-0.4171237051537861,0.6471209514156825,0.31346714484532023,0,3,1,IND
6.594589532464684,1.8856520404147041,1.6243053610677012,1.1860180177213793,1,3,1,LAS
1.320674141866355,-0.6065794024773434,-0.8715807572182139,-0.14348636943601706,0,3,0,MIA
-2.3740834351978037,1.3620746886213313,-0.5371403981583787,-0.6646328693940271,1,3,0,MIN
2.5352874361283164,-0.9560677726563871,-0.4000664235519413,0.2191048581242047,0,3,1,NYL
-2.4474167391861212,-0.13981819077540358,0.3232809782180088,0.7664346163674177,0,3,0,ORL
-2.3317446856471546,1.1452849994427494,-0.5833621095589222,0.15314849529270855,1,3,0,PHO
-2.458077245437194,-0.12566143361859247,0.8062938458133199,0.29124766094768684,1,3,0,POR
2.4788550440972164,-0.6951831607210404,-0.5514352594685115,1.7917870064481545,1,3,0,SAC
-3.015176006066786,-0.2721402946427333,0.8856906252512623,-0.06792763698810256,1,3,1,SEA
0.5555497559942331,-0.7654747633199085,-1.2917601610764415,-0.4044236933878776,1,3,1,UTA
-3.453939615937322,-0.08081596261997506,1.0850367667718293,0.521214288591974,0,3,1,WAS
-0.39888931718691617,-0.07331544430934536,-0.8857569205748544,0.7171790721719331,0,4,1,CHA
-2.349096930237209,-0.2909572335658251,0.3268746507640919,0.07832748702806235,0,4,1,CLE
-3.267714855644832,-0.24980172357898514,0.9857245105943109,-0.5185442803106478,0,4,1,DET
2.4402541108034344,-0.6662565828806266,-1.415831233434032,1.3515171125703234,1,4,1,HOU
0.12067020396612382,-0.7087711313675892,0.08026367394157537,0.829230562006801,0,4,0,IND
5.740100281055395,1.4756381128368863,1.1540109670791736,1.2876421181793076,1,4,1,LAS
-3.1388347900861784,-0.06857017988489746,0.8127199487808088,0.6197356814853301,1,4,1,MIN
3.116775619530478,-0.9571922783990684,0.3571796603503266,-0.37225032867775426,0,4,0,NYL
-3.7106935997308206,0.014752068737129833,1.3248000248547895,-0.5581219315616728,1,4,0,PHO
-2.015326347423037,0.9392148390903469,-0.8323399832180912,1.9843161893074086,1,4,1,SAC
0.16084502037118426,-1.0623941544780855,-0.9888221239875713,0.4530239975120671,1,4,0,SEA
1.3501680378404317,-0.28458057426914884,0.3618503558373371,-0.37785211348806946,0,4,0,WAS
0.06382901813222301,-1.0922078860654945,-0.8611007613593207,-0.031916399844985927,0,5,0,CHA
1.0047310510342453,-0.6529378826066734,0.11288987470133831,-0.6787395096651306,0,5,1,CON
5.354775372707018,1.3064970075485136,1.7254543852528574,-1.3712422301883487,0,5,1,DET
1.268956012407529,-0.6128441753979148,-0.4876225906805407,0.897647332935275,1,5,0,HOU
-1.8678406401371777,-0.01707333817314379,-0.1837180985374369,0.43978707476665874,0,5,0,IND
5.358274505565437,2.1992896357702305,0.46828417341857803,-0.1347943772328712,1,5,1,LAS
0.33209291764378474,-0.7773985249838116,-0.49995396237008727,-0.6288975827986434,1,5,1,MIN
-1.7046975356407794,1.0877617175895902,-1.1216355061609,0.6939270375714858,0,5,1,NYL
-3.7293999171535868,-0.0009279852720498956,1.3752880712229887,-0.5362580302857862,1,5,0,PHO
1.8742256042352936,-0.756094865183388,0.04672296094072127,0.8206938053120053,1,5,1,SAC
-2.7961014806750275,2.6982844023451795,-1.0985900807891367,0.10725084049413787,1,5,0,SAS
-0.650609319464378,-0.38853598073540413,-0.7319133049401354,0.8705461277447186,1,5,1,SEA
-2.989359974136732,0.06386224501577017,0.8041696923856917,-0.2738367596988176,0,5,1,WAS
-2.283248605690447,3.2195784784737893,-1.6291112263396266,0.7573950895981134,0,6,0,CHA
2.8535438750152946,-0.3874649006953827,1.0938807714220056,-1.8999533681038268,0,6,1,CON
0.7471040977504531,-0.8082719449145757,-0.7711834622642623,-0.12007785104790308,0,6,1,DET
-1.719421172124497,-0.7380356069265076,-0.1671197681244604,2.5334152845475266,1,6,1,HOU
-1.346160699198382,-0.2870702304573248,-0.15536402932382215,0.7563700184531557,0,6,1,IND
