PC1,PC2,PC3,PC4,confID,year,playoff
-3.727321238669814,-1.6269767506699244,0.05692768429007556,1.0749180857318341,0,2,1
1.4618196960945198,-0.7932804348692455,-1.0936922067760686,0.14716446183535226,0,2,1
-2.1385403384202037,1.7644929335522006,-0.7144398834706865,-0.10612195931573733,0,2,0
5.529228802944501,1.2812772918107302,-1.1014124171628255,0.39085411377040086,1,2,1
-3.22150027426571,1.303802642060507,-0.07694694711544338,0.7637527843767268,0,2,0
4.167606382663585,0.6435235302432516,-0.13859683734819175,-2.3385185978076604,1,2,1
-2.3250057392139363,-0.9593299669677063,-0.49757183900241914,-0.047155823224064114,0,2,1
-2.254646206049636,-0.2826669381630819,-1.9360416792824653,0.055547734722340564,1,2,0
3.34183622264888,-0.2182092732627054,-1.7356137253440842,0.5933888428322974,0,2,1
-0.21286216374762476,-0.6736322685946113,-1.6108522561156169,-0.44486355236937897,0,2,0
-0.6501472296990727,2.2423643293428057,-1.2060453327173781,-0.8905360313904316,1,2,0
-3.3101306241383734,-1.285293936706343,-0.49688666272250953,0.658776549856274,1,2,0
1.2301766323803927,0.19529148600710572,1.407077961707042,-2.227000673266001,1,2,1
-4.492869808896305,-2.062815593951084,-0.1259343284111092,1.6789795955000961,1,2,0
-1.3386998760050108,3.3512281546893417,1.180273267688306,-1.509737260302521,1,2,1
-1.1384025761137135,1.9413804690375507,-0.8632444667881698,-0.43155081950644125,0,2,0
2.8074377940169586,-1.0905604025550353,-0.40135444632896006,0.48114661876710624,0,3,1
1.873931680025386,0.17117652959079932,-1.1863946242599395,-1.9646480075755597,0,3,0
-3.715798654311203,2.9687033587309615,-0.15742990889230563,0.11750532587656683,0,3,0
0.8850477969578102,-0.7106828641722024,0.8822015602789344,-1.137924713986697,1,3,1
-2.989294540729811,-1.293639662315297,-0.1997711692638881,0.4849512217981441,0,3,1
7.170816524888975,1.2944304059765148,1.7075461686160462,2.001197109360651,1,3,1
1.459140969655565,-0.13053877819395027,-0.7826415491802862,-1.140181803506884,0,3,0
-2.4160993766794765,-0.11410003520061247,0.08477524130142843,-0.361528158953408,1,3,0
2.660085025492316,-0.7265048512895441,0.11160324978153531,-0.4414286230417279,0,3,1
-2.367385051894514,1.2481362590723704,0.8657719626656653,0.28320304231048554,0,3,0
-2.4703658794865566,-0.3294303184106854,0.4666013652180056,-0.2842509571445393,1,3,0
-2.84089113518183,-1.2478291351261233,0.39054610503760173,0.8776980103253808,1,3,0
2.7011110255920174,-0.052342729138035095,1.5930665855146577,-0.33369291885631014,1,3,0
-3.316118937507265,-1.3127966325515457,-0.08141623915570924,0.7665121406498806,1,3,1
0.5088672009696391,0.6143234972531236,-0.7841437221936514,-1.4186509297730812,1,3,1
-3.88495601354223,1.044379079679579,-0.030254838378427247,1.2215066894668118,0,3,1
-0.11586588162196147,1.7283421487506787,1.108579927770787,-0.8864401448489397,0,4,1
-2.487004967255267,-1.2658035433303652,0.7513684922160409,0.26162028332574205,0,4,1
-3.494036671304842,-0.4052037568418313,-0.11812359633416421,0.8185255793519723,0,4,1
2.9059253211052973,-0.12546174953620384,1.3722891274383033,-1.4762721169493398,1,4,1
0.20602512135446574,-1.0000532513757292,0.24224301568056653,-0.07490797667577163,0,4,0
6.113036003271256,0.9677508607860962,1.2757205575772703,1.5344662162710812,1,4,1
-3.3453716955870227,1.1262832797164117,0.453781177690321,0.8818650601552748,1,4,1
2.8887254764146193,-0.9940896228015864,-1.222625853846598,0.38843094985659815,0,4,0
-3.9092362179657436,1.3722156731219437,-1.0030296115485577,1.0932308488293254,1,4,0
-2.0957935734790554,-0.6938224928111949,1.9682104481604907,-0.2819400557279544,1,4,1
0.16613300526886882,-0.9645280934500966,0.6756346388395695,-1.031707188442132,1,4,0
1.271509064448242,-0.4375256471841882,-1.1473877842079498,0.20439975353045017,0,4,0
0.07649089528068874,-0.8628032275462068,-0.7668601291476888,-1.1892271064571696,0,5,0
0.8091357020350441,-0.6899892174400484,-1.6965608730385668,-0.09623531941199458,0,5,1
5.608805036945793,1.0514156429879309,-1.7811206924863339,1.5999609907730221,0,5,1
1.5901566233233926,-0.7642740789153595,1.055173414762062,-0.6139808567381705,1,5,0
-1.4480160955596721,1.5197051170250269,1.391042259063093,-0.34458096970190283,0,5,0
5.537124888917278,0.9568494484660172,-0.631516753901824,0.9916829871790862,1,5,1
0.39504762749486305,-0.4568366441485283,-1.852457116303449,-1.0046859143227018,1,5,1
-1.5947460877266249,-0.2028984154560553,0.8539744335023852,-0.8964122434408176,0,5,1
-4.073764962416541,1.2311581496768904,-0.7748863580708792,1.2923397044369702,1,5,0
2.039853692808835,0.17384805112673143,0.3687973942826838,0.06688324487528055,1,5,1
-2.702786198484842,0.4939423414481094,0.9058207393521192,-0.4988672446881649,1,5,0
-0.4453398899544155,-0.7474083566591654,1.5925433013570234,-0.8069829875018449,1,5,1
-3.0842301473049103,1.3423288712664088,0.12601162689420384,0.7565240296877784,0,5,1
-2.3049250900682168,2.7904360617431108,1.6314972495826796,-0.5672132245431326,0,6,0
2.924453145634709,-0.6204659904583627,-1.940190359370154,0.7694167704863205,0,6,1
0.8281073635185355,-1.0105619955018164,0.5065048607100568,-0.8553634316598092,0,6,1
-1.936491309063826,-1.737875980459047,1.7730036935538205,0.03019406322700912,1,6,1
-1.5277784475031297,-0.9598316107757955,0.5748319476414696,-0.15014630990225963,0,6,1
1.9155450000438454,3.3685305617610246,1.9244648132492788,-0.9668783162843907,1,6,1
-0.1076730168209401,-0.5624702450821791,-1.452029768510896,-1.156848606624255,1,6,0
0.7368419072311534,0.20989848378432183,-1.6589311123467774,0.12569870423709878,0,6,1
-0.9365917288926523,-0.38819502311370063,-0.27446341884242,-0.668057660523121,1,6,0
1.6095555621760098,-0.8033965353780161,-1.4280601658959908,0.007853609402737629,1,6,1
-2.220921001333,-1.8871754449672566,0.7329367271968693,1.046781255667437,1,6,0
3.5340969650245415,0.006325258768571699,-1.962404321114463,1.8727830693730578,1,6,1
-1.0864364486406966,0.48221140557863673,-0.04799004071256209,-0.06532965691937853,0,6,0
-4.1986455878608275,0.1767623554616093,-0.6350748667112797,1.4289966824820681,0,7,0
4.02774165741167,0.3365370654519886,-2.618216324476281,-0.5871214134627408,0,7,1
-0.343062619080145,-1.16026173273384,0.12034929667870871,-0.8492671901609831,0,7,1
2.3265934406712265,-1.4924332613072109,2.0400973823671222,0.2487822677470455,1,7,1
2.0059195910011,-0.44841993078895725,-0.5728123005593561,-0.47670331704478963,0,7,1
-0.5415632467000729,1.2860421273983438,-0.8410706365209225,-0.3370609165734361,1,7,1
-3.0807105895661437,3.1133490185995822,0.3504232747718431,-0.33324954852346605,1,7,0
-0.3482978687205818,-0.5430608117577043,-2.060710274356823,-1.0500949415400032,0,7,0
-1.714190071574404,1.9138420643868492,-0.3823703028941114,-0.4627660051451459,1,7,0
5.422941666626828,0.5892821769302852,-0.573882944219467,1.296420342406616,1,7,1
-4.105343014570893,-2.1838743038181647,0.47697434404015476,1.4569025217836176,1,7,0
0.9089864223093338,-0.5311993048350175,-0.7766864803130625,-1.1870547985318662,1,7,1
-1.4215606402505159,-0.9619992371327529,0.4037935078443227,-0.5348666712213882,0,7,1
-4.815315600796297,0.983959331959242,-1.0362164696138871,1.929455436571444,0,8,0
3.838057053144215,0.5168346413050979,-1.4493330399843756,-1.3060272808123432,0,8,1
5.669022803946834,-0.07195935266266983,0.2570656269777892,2.5588333410372512,0,8,1
0.5569074688026912,0.528901996756559,0.9054042337891213,-0.13800598675918815,1,8,0
1.4702277920022395,-0.6995480582899453,1.5053360551572803,-1.069879211415258,0,8,1
2.2324410236588874,1.314113483175423,0.1050008827172815,-1.383570000173881,1,8,0
-3.902525911183331,1.5011954986596752,-0.9632199885258357,1.4976970921840274,1,8,0
-3.340191363797646,-1.0805388444798254,-1.8452292253966127,0.5750566527531744,0,8,1
-0.6038851068749688,-0.8225431322596723,1.7138547813849163,-0.5497920891326296,1,8,1
2.1185576452938486,2.219870916840306,1.4869869185681834,1.7296690552385643,1,8,1
-1.6265677912297631,-1.2983262351717741,1.305819458273965,-0.21786268863782926,1,8,1
0.944702708004403,-0.718200879838932,0.3392399027137969,-0.26250793522852306,1,8,1
0.15603506612791987,-0.3550715419805729,1.1231575605185604,-1.5485834859747802,0,8,0
-2.3105931938123336,1.6893318433183424,-0.09530721341699533,0.5326014802124324,0,9,0
0.4033428353180343,-0.2583335571463553,-2.4020243972804525,-1.027661814139458,0,9,1
6.272720144178159,-0.6549735967455051,0.5003954446873572,1.0724718472532373,0,9,1
-1.53303333546143,-1.1690089444372218,0.5724612823298834,-0.4338447753338456,1,9,0
1.8380114602066076,-0.594578003049586,0.4822149374294609,-0.8812321388197545,0,9,1
-2.866044566075078,-1.6438200869315174,0.3906677184578435,0.5110440803096017,1,9,1
-2.8593255501046415,-1.1739982655323151,-0.5323541819495865,0.25355565182747664,1,9,0
-0.6570599473011616,-0.7693673965985457,-1.6214199053804141,0.26212119562233066,0,9,1
2.7612101923935177,2.986771247715542,-0.9497761744074357,0.94581317134803,1,9,0
0.6247202000766223,-0.5047903631720707,-1.2873044759902301,-1.0716859987337828,1,9,1
2.308826570002244,-0.7634446033519889,-0.6563384913908376,-0.87341861367474,1,9,1
-0.4498836282157153,0.18585118377564153,1.4254494847665728,0.024316952139049813,1,9,1
-2.085398858374195,2.9834654780938448,1.5272755425111293,-0.7295106769949896,0,9,0
