PC1,PC2,PC3,PC4,PC5,PC6,PC7,confID,year,playoff
-4.117777127077751,-1.765479445265525,-0.16780179605508078,0.45716483801785435,-1.0445630991863428,-0.08381900102645487,0.5424744624004251,0,2,1
1.5818972175314518,-0.6451122432157732,-1.51111228768149,-0.05361096780612489,-0.12785407470076335,0.3086253884878912,-1.0609146000268503,0,2,1
-2.2606818566472984,1.728292672027874,-0.7242220638995286,0.45360453653233657,0.02175111151917381,-1.1519214026567923,-0.02384630928366964,0,2,0
5.595709625101089,1.128946343459569,-1.651524910425543,0.6934388915067045,-0.998863237587202,-0.6764223036445944,2.1192829810066,1,2,1
-3.6271994725457626,1.107209120110289,-0.3657767510654801,0.7559149042253744,-1.0060905720018252,-1.1997884765097035,-0.2630362227964174,0,2,0
4.436641291040147,0.9289933207141614,-0.7279052371206793,-1.6588990462985584,1.3519504882090128,-0.40887949235977217,0.20535728717930102,1,2,1
-2.4388330737190933,-0.7916499721062065,-1.418221751385456,-0.5992816214215533,-0.8149104201353191,-0.3965295488693153,0.999236171372384,0,2,1
-2.4439716982936703,-0.28094222718068257,-1.9578508096162066,0.7095989947737312,0.3843937604001315,0.19026676867844958,1.630730830212118,1,2,0
3.2781433430469376,-0.3234172332246696,-2.3001138964219527,0.7592236830021938,-1.023000909638283,-0.060437159087540014,-0.2946355218933976,0,2,1
-0.17946933949371377,-0.5192010634463237,-1.9133825470261103,-0.11290264800129393,0.2759669861680214,0.1645687764422363,-0.2121942073423984,0,2,0
-0.6151265015536005,2.4012569809965902,-1.9174582637197184,-0.2840198343910203,-0.025780433226515364,-1.4752554588073399,0.4886454567080977,1,2,0
-3.646130956735338,-1.3468805702073987,-0.8151915631410529,0.3472843574292252,-0.6435425818963457,-0.03709418227734275,0.8158215859921931,1,2,0
1.4496698043234881,0.570136552303859,0.3837195746586023,-2.5555977091196214,0.16038884704356038,1.1139779417356948,-0.19847097533245936,1,2,1
-5.012355499821275,-2.2293778634404466,-0.9256021432823832,0.5523041523900213,-2.2636226963423476,-0.25375277215435477,0.4215966470177629,1,2,0
-1.125817810973372,3.6840331321462436,0.02747960197891211,-1.7896155509868963,-1.0126077477273796,2.018758228971508,0.06805408287159458,1,2,1
-1.4447967848448469,1.861909649002123,-1.5758365463972817,0.14020084910606748,-0.687261164199553,-1.514948728853356,0.1423478553519159,0,2,0
2.662300759630916,-1.1665816066487462,-1.3743794983806015,-0.06175868082697614,-1.5521787448806688,-0.15776605049405287,-1.4513103437255708,0,3,1
2.075215615926813,0.5628146049200693,-2.125326444127776,-1.492686657951151,0.9277630468483278,-0.20761402852602465,0.3550613842001657,0,3,0
-3.969516665984248,2.8684732189472553,-0.4461229987833878,0.4686996384895683,-1.3227690337822844,2.7150255778151484,-0.4174476128401306,0,3,0
0.8863782285555036,-0.5236882612476957,-0.10454941998316318,-1.6278464302696083,-0.30057754077229504,-0.7229465854740961,0.21254647872182597,1,3,1
-3.244335419755526,-1.272001657057774,-0.7048776759477067,-0.06455837783854741,-0.7258663338277931,-0.11420093209471738,0.6788600117721153,0,3,1
7.4035626598729625,0.9968432093007609,1.7080015946960194,0.968076045529059,-1.5167082372224818,-0.5922703806064822,2.5421792677322075,1,3,1
1.3160005530156025,-0.06968579352187795,-1.5955064329232305,-0.7007387837831123,-0.008433934255884786,-0.3565695318902781,0.6384422014375428,0,3,0
-2.7714988461771686,-0.1404297188850385,-0.5515266583115968,-0.3986847997752696,-0.7201539773080098,1.7800976161104016,0.9135150437806324,1,3,0
2.73390587333692,-0.5875789883697113,-0.9052478816504609,-0.9825564400658676,-0.768578376177511,-0.4209537512699991,-0.9228655150951338,0,3,1
-2.318404574049496,1.3749374801989123,0.3931157517959354,-0.4206055189718502,-0.7079361674940248,-1.4265015482914747,-0.575867368377647,0,3,0
-2.4322657728714314,-0.09721190855719966,-0.19466786003089467,-0.9801398197190496,-0.674119453832263,1.626307439601841,0.45642936883175267,1,3,0
-3.1726380283994833,-1.3737253577268227,0.22029406904756282,0.32053806685294495,-0.7244715543725984,-0.08151423231913031,0.9043762088919265,1,3,0
2.7389634048884153,-0.009912561186279641,0.5705793201122552,-1.249647435109576,-1.2927830936143039,-1.3711880121771467,-1.0150874704580832,1,3,0
-3.7448127287299116,-1.450644925064729,-0.3835697021839257,0.395423911399834,-0.7773425997419219,0.03544441937425552,0.8046061987056419,1,3,1
0.32898967121517886,0.6682732880250228,-1.4894674291338876,-0.6852113171595849,0.25315739228056966,-0.8037672479613065,-0.14979876719374013,1,3,1
-3.9738382330027586,1.0166059108115995,-0.10623154736087352,0.7302952518975561,-0.9353737299992604,-1.1367065160530476,-0.5608464976477359,0,3,1
-0.09367129645075366,1.9232565233461953,-0.06729031479265363,-1.395144890622108,-0.7063516068091791,-1.9127594069598146,-0.21737322046668608,0,4,1
