playerID,year,stint,tmID,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ
lewisty01w,6,1,CHA,10,1,166,47,10,10,20,13,3,3,11,7,61,19,16,8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lewisty01w,7,0,MIN,19,0,202,46,10,17,27,18,12,5,16,16,55,19,10,7,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liebena01w,9,0,DET,1,0,9,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
littlca01w,9,1,ATL,13,2,221,62,18,22,40,9,10,7,18,34,50,21,27,16,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lloydan01w,1,0,MIN,14,2,333,75,14,29,43,22,12,2,24,32,68,26,17,12,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lobore01w,2,0,NYL,16,0,85,17,2,12,14,1,2,0,7,16,22,7,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lobore01w,3,0,HOU,21,0,132,34,9,14,23,12,1,5,11,10,32,15,4,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lovelst01w,1,0,SEA,23,1,324,99,19,38,57,16,13,2,35,42,103,36,31,25,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lovelst01w,2,0,SEA,22,2,211,76,14,18,32,9,8,5,18,23,71,27,17,12,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lovelst01w,6,0,MIN,34,2,594,209,35,72,107,31,24,11,37,57,173,70,54,43,63,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lovelst01w,7,0,CHI,34,6,623,253,48,88,136,22,19,20,53,69,229,95,56,44,63,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lovelst01w,8,0,WAS,9,0,105,24,6,7,13,2,4,0,7,13,21,9,8,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luckepa01w,2,0,PHO,1,0,8,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luzhe01w,2,0,WAS,32,3,489,164,10,27,37,55,28,5,43,47,136,55,25,22,82,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luzhe01w,4,0,WAS,20,0,165,59,2,8,10,21,6,2,11,16,53,19,10,9,40,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lyttlsa01w,6,0,HOU,33,0,460,140,35,90,125,17,20,3,23,45,101,59,40,22,0,0,0,5,0,34,10,2,10,12,0,2,0,0,5,5,3,6,4,0,0,0
lyttlsa01w,7,0,HOU,29,2,380,106,40,74,114,8,25,4,18,61,87,40,42,26,0,0,0,2,0,31,11,0,10,10,0,1,0,2,4,5,4,4,3,0,0,0
lyttlsa01w,8,0,HOU,31,25,506,183,66,98,164,30,37,20,40,62,156,77,51,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mabikmw01w,9,0,HOU,20,11,327,92,10,27,37,17,10,0,12,39,99,30,21,15,62,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
macchla01w,5,0,LAS,25,15,410,152,23,38,61,14,21,6,29,56,106,52,55,41,26,7,0,1,0,15,2,1,3,4,1,1,0,3,4,6,1,0,0,1,0,0
machacl01w,3,0,ORL,29,25,428,138,26,38,64,17,12,4,33,61,114,61,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mahonme01w,8,0,CON,18,0,121,31,7,7,14,8,4,1,11,18,28,7,22,16,6,1,0,2,0,11,7,2,1,3,0,1,0,0,3,4,3,2,1,1,0,0
mahonsh01w,1,0,NYL,15,3,158,27,10,20,30,4,2,1,5,14,38,11,8,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mahonsh01w,3,0,PHO,3,0,13,5,2,0,2,1,0,0,1,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maigaha01w,3,0,SAC,23,3,197,40,18,19,37,9,15,3,23,37,53,13,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maigaha01w,4,0,SAC,22,0,190,42,13,24,37,14,18,2,14,27,52,17,20,8,0,0,0,4,0,15,2,1,2,3,2,0,0,5,4,3,1,0,0,0,0,0
maigaha01w,9,0,HOU,26,22,590,202,30,55,85,39,33,8,57,64,177,87,39,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maigaha01w,10,0,SAC,34,5,676,303,34,55,89,37,31,8,52,76,255,124,77,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malloso01w,4,0,PHO,6,0,44,10,4,6,10,0,1,4,6,7,9,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mannkr01w,6,0,MIN,24,0,185,71,11,24,35,11,8,1,7,16,60,30,16,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mannkr01w,7,0,MIN,33,33,894,245,23,90,113,94,19,7,50,71,238,92,34,25,96,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mannkr01w,9,1,ATL,13,8,223,45,9,10,19,14,8,4,14,23,44,18,5,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mapprh01w,2,0,LAS,30,0,395,126,34,45,79,14,16,6,25,60,123,51,32,24,3,0,0,5,0,27,6,1,6,7,3,0,0,2,5,9,3,0,0,0,0,0
mapprh01w,4,0,LAS,24,4,255,62,26,42,68,6,7,6,12,45,60,30,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marcimi01w,2,0,SEA,27,5,392,132,17,21,38,47,30,2,30,49,139,51,37,20,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martinu01w,6,0,MIN,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mascira01w,5,0,LAS,17,0,116,28,1,4,5,8,1,0,5,23,25,10,10,4,11,4,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
matteca01w,6,0,CHA,10,0,56,9,0,3,3,6,1,0,2,4,13,3,2,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maxwemo01w,2,0,IND,15,3,238,47,12,26,38,14,5,3,22,19,53,16,12,8,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maxwemo01w,3,0,IND,18,0,170,35,12,19,31,7,7,4,6,16,47,14,2,2,17,5,0,2,0,8,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0
mazzake01w,5,0,CHA,34,0,339,79,9,24,33,9,7,2,20,22,92,31,6,4,52,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mazzake01w,6,0,CHA,27,2,226,64,14,17,31,7,9,0,7,9,72,21,10,8,46,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mazzake01w,10,0,PHO,31,2,433,106,7,33,40,17,10,3,10,42,99,36,3,3,88,31,0,4,0,14,0,0,2,2,0,0,0,1,0,2,0,0,0,1,0,0
mccaibr01w,3,0,CLE,31,2,392,83,4,22,26,41,11,3,34,29,86,25,16,12,58,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccaiti01w,2,0,ORL,32,9,442,97,7,31,38,36,10,8,34,52,109,35,9,6,67,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccaiti01w,3,0,ORL,16,0,51,7,1,2,3,2,3,0,3,9,10,2,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccarja01w,6,0,CHA,28,3,311,50,32,44,76,11,12,7,22,39,50,17,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccarst01w,1,0,IND,32,12,635,230,14,46,60,57,31,6,47,49,166,66,86,71,70,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccarst01w,2,0,IND,30,0,504,169,13,42,55,58,26,14,38,50,137,52,55,42,57,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccarst01w,4,0,IND,28,10,577,194,14,27,41,58,34,6,37,60,173,60,48,45,84,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccarst01w,5,0,IND,22,12,450,91,8,20,28,52,24,5,30,30,72,27,34,24,39,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccrani01w,5,0,PHO,27,9,371,69,10,19,29,13,7,0,18,35,67,30,7,4,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccrani01w,6,0,SAS,23,5,302,38,7,13,20,16,11,0,18,26,62,15,11,7,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccrani01w,7,0,CHI,11,2,86,22,2,3,5,5,7,1,10,8,22,8,7,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcculda01w,2,0,IND,8,2,90,28,4,13,17,5,0,2,7,12,18,5,18,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcculda01w,3,0,SEA,4,1,43,2,3,4,7,1,1,0,2,5,12,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcculda01w,4,0,SEA,7,0,26,2,0,1,1,0,0,0,4,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcgheca01w,2,0,ORL,17,0,71,14,3,7,10,0,1,1,6,9,24,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcgheca01w,3,0,ORL,2,0,4,5,1,0,1,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mckivte01w,5,0,CHA,9,0,77,35,9,9,18,0,2,6,5,21,27,14,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mckivte01w,6,0,CHA,31,1,362,113,29,36,65,7,14,18,26,71,91,44,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mckivte01w,8,0,PHO,2,0,5,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcwilta01w,9,1,WAS,26,26,862,347,59,132,191,41,44,25,75,62,280,147,63,46,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melvich01w,8,1,WAS,3,3,82,34,7,13,20,0,6,0,2,13,26,9,19,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mendigi01w,5,0,SAC,6,0,39,10,2,3,5,3,0,0,3,2,8,4,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miaomi01w,6,0,SAC,18,0,135,31,0,4,4,13,5,1,15,13,30,9,7,7,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
millebr01w,10,0,DET,1,0,8,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milleco01w,2,0,WAS,20,0,137,34,5,4,9,8,6,0,13,10,40,13,11,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milleco01w,6,0,WAS,34,4,500,153,24,35,59,44,26,3,28,53,160,68,10,8,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milleco01w,8,0,WAS,30,2,455,120,20,29,49,25,19,2,29,45,116,47,16,16,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milleco01w,9,0,WAS,34,6,710,179,46,39,85,47,26,5,58,63,217,77,16,10,53,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milleke01w,2,0,CHA,26,0,225,55,11,17,28,14,9,0,9,14,57,22,5,4,19,7,0,2,0,8,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
milleke01w,4,0,CHA,34,0,523,189,20,33,53,47,18,2,35,44,167,68,40,31,52,22,0,2,0,23,8,0,1,1,2,0,0,1,2,10,4,0,0,2,0,0
milleke01w,7,0,PHO,27,24,814,296,41,103,144,94,28,6,73,74,259,109,62,48,79,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milleke01w,10,0,MIN,34,25,675,150,19,55,74,67,24,2,50,56,149,54,22,20,66,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
millsta01w,2,0,WAS,30,0,319,64,40,65,105,6,14,4,25,72,69,23,31,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
millsta01w,3,0,WAS,4,0,17,0,0,3,3,0,1,0,2,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
millsta01w,8,0,DET,5,1,51,15,10,8,18,2,0,0,6,11,21,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mitchle01w,10,0,NYL,34,2,436,80,8,33,41,76,9,2,26,46,100,30,6,6,52,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moeggli01w,7,0,CHI,27,1,277,58,27,19,46,17,10,6,15,14,63,20,30,14,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moeggli01w,8,0,CHI,23,0,206,37,26,5,31,6,3,2,10,15,41,17,5,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moisead01w,2,0,PHO,7,0,123,41,4,12,16,17,6,0,16,11,36,14,12,9,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moisead01w,3,0,PHO,32,4,619,193,15,45,60,79,30,3,72,53,164,63,60,48,66,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moisead01w,8,0,PHO,4,0,31,7,3,4,7,3,3,0,10,2,5,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
montaan01w,10,0,MIN,16,1,169,35,15,11,26,19,9,0,12,17,36,14,2,2,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
montgre01w,10,0,MIN,34,9,764,306,15,51,66,72,25,9,66,37,250,102,72,60,121,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mooreja01w,3,0,IND,18,2,128,42,9,20,29,3,5,1,14,16,38,16,14,10,1,0,0,2,0,6,0,0,1,1,0,1,0,0,3,2,0,0,0,0,0,0
mooreje01w,9,0,LAS,28,2,309,39,17,28,45,17,4,5,17,48,43,14,16,11,0,0,0,6,0,52,8,0,5,5,3,0,0,3,8,9,3,2,2,0,0,0
moorelo01w,6,0,NYL,24,0,182,22,4,23,27,19,10,0,25,12,23,9,9,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moorelo01w,7,0,NYL,34,29,952,208,31,113,144,122,61,10,65,90,201,68,51,37,96,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moorena01w,8,0,MIN,19,0,87,21,3,12,15,4,3,0,7,21,26,7,8,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moorena01w,9,0,MIN,16,0,125,48,7,8,15,5,4,3,3,18,47,15,27,15,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mooreta01w,3,1,MIA,5,3,83,28,3,4,7,10,7,0,11,16,25,8,10,10,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mooreta01w,4,1,DET,15,0,66,21,3,6,9,4,4,2,6,5,16,8,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mooreta01w,5,0,PHO,32,0,387,82,7,21,28,53,26,9,34,46,61,27,29,25,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mooreta01w,6,0,NYL,7,0,48,11,0,7,7,6,0,0,4,6,6,4,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moosca01w,3,0,MIA,2,0,6,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mosbybe01w,8,0,WAS,28,0,279,83,25,53,78,10,8,6,19,22,62,30,28,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mosbybe01w,9,0,WAS,24,1,183,48,17,36,53,2,2,7,12,20,51,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moweje01w,2,0,POR,5,0,17,6,1,2,3,0,0,1,2,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moweje01w,3,0,POR,5,0,16,1,1,0,1,0,0,0,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moweje01w,4,0,LAS,1,0,21,0,0,1,1,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mulitna01w,1,0,UTA,22,3,291,99,12,22,34,6,4,6,30,37,69,41,20,15,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murphsh01w,8,0,MIN,32,0,436,165,50,54,104,17,19,8,20,48,145,54,46,39,66,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murphsh01w,9,1,MIN,2,0,5,2,2,0,2,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murphsh01w,10,0,IND,24,0,186,100,23,19,42,10,6,2,9,30,89,34,26,21,32,11,0,4,0,9,0,1,1,2,1,0,0,0,2,5,0,0,0,2,0,0
nagyan01w,1,0,WAS,23,23,694,97,10,53,63,118,17,8,55,55,79,31,26,21,39,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nanch01w,10,0,CHI,26,5,320,97,23,32,55,6,8,9,29,38,95,46,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ndiayas01w,1,0,DET,32,32,868,346,65,122,187,40,23,22,64,87,333,158,51,29,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ndiayas01w,3,0,DET,32,32,776,275,44,118,162,39,17,12,58,65,270,126,39,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ndiayas01w,4,0,DET,11,2,70,20,5,9,14,1,3,1,9,3,21,10,2,0,0,0,0,2,0,6,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0
ndiayas01w,5,0,IND,10,0,74,12,2,9,11,4,1,3,8,7,19,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ndiayas01w,7,0,HOU,11,3,127,35,10,20,30,8,1,1,10,14,35,16,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
